x	y	0	tf
maleolit	paleolithic	paleolithic	True
ncidetally	incidentally	incidentally	True
rafficked	trafficked	trafficked	True
militantj	militant	militant	True
ndepenentl	independently	independently	True
renovai	renovating	renovating	True
hypoocric	hypocrisy	hypocrisy	True
infiltrationa	infiltration	infiltration	True
posese	possesses	possesses	True
scholas	scholarship	scholarship	True
minicipality	municipality	municipality	True
happv	happen	happen	True
erptra	perpetrator	perpetrator	True
awcesssr	accessories	accessories	True
govkrnmenial	governmental	governmental	True
essentiaq	essential	essential	True
garrisrn	garrison	garrison	True
privktleg	privileges	privileges	True
chldbir	childbirth	childbirth	True
inflammatio	inflammation	inflammation	True
sbstant	substantial	substantial	True
perfore	performers	performers	True
imdigeno	indigenous	indigenous	True
resurrecting	resurrecting	resurrecting	True
knowlege	knowledge	knowledge	True
mofsture	moisture	moisture	True
hijackpn	hijacking	hijacking	True
oordinaion	coordination	coordination	True
aarietie	varieties	varieties	True
rcheolo	archeology	archeology	True
commgisai	commission	commission	True
sebconsciouo	subconsciously	subconsciously	True
meteorologio	meteorologist	meteorologist	True
kesicckt	desiccated	desiccated	True
iahrenhi	fahrenheit	fahrenheit	True
suppose	supposed	supposes	False
respectivey	respectively	respectively	True
millennalis	millennialism	millennialism	True
bout it	about it	about it	True
collabxratio	collaborations	collaborations	True
fahrene	fahrenheit	fahrenheit	True
pompulso	compulsory	compulsory	True
pefmanln	permanently	permanently	True
emiltcng	emitting	emitting	True
cocotaile	cocktail	cocktail	True
ltabiyit	stability	stability	True
xssentia	essential	essential	True
sdrrdund	surround	surround	True
asible	feasible	feasible	True
authoritie	authorities	authorities	True
dministrate	administrate	administrate	True
mrroed	mirrored	mirrored	True
unvurprisingy	unsurprisingly	unsurprisingly	True
wokring	working	working	True
uppress	suppressed	suppressed	True
surrected	resurrected	resurrected	True
visii	visibly	visibly	True
command	commando	commandos	False
codsequentcy	consequently	consequently	True
getealog	genealogy	genealogy	True
follwoing	following	following	True
maazine	magazine	magazine	True
intuityv	intuitively	intuitively	True
nssassinatio	assassinations	assassinations	True
abelled	labelled	labelled	True
evrntualu	eventually	eventually	True
nigrating	denigrating	denigrating	True
clonie	colonizers	colonieers	False
conneotat	connotation	connotation	True
iginally	originally	originally	True
bstances	substances	substances	True
dmissible	admissible	admissible	True
surrendrin	surrendering	surrendering	True
ewfondland	newfoundland	newfoundland	True
equiale	equivalent	equivalent	True
szrengthened	strengthened	strengthened	True
acquicte	acquitted	acquitted	True
hersuade	persuaded	persuaded	True
auxizciar	auxiliaries	auxiliaries	True
arched	searched	searched	True
brimstonp	brimstone	brimstone	True
tehnici	technician	technician	True
dgstnibu	distributed	distributed	True
medifrine	medicine	medicine	True
encquaag	encouraging	encouraging	True
melira	ameliorate	ameliorate	True
surprisinhly	surprisingly	surprisingly	True
rsemble	resembles	resembles	True
industi	industrial	industrial	True
restcuurateur	restaurateurs	restaurateurs	True
zcavenge	scavenged	scavenged	True
sneag	sneaks	sneaks	True
receiv	received	receiver	False
airborne	airborne	airborne	True
mecruiqi	recruiting	recruiting	True
aterial	materialist	aaterialist	False
elementa	elementary	elementary	True
excellant	excellent	excellent	True
cquaintances	acquaintances	acquaintances	True
kbseilin	abseiling	abseiling	True
resistanc	resistance	resistance	True
hipping	shipping	shipping	True
aditon	addition	additiona	False
neotitons	negotiations	negotiations	True
lifektihe	lifetime	lifetime	True
exhibmti	exhibition	exhibition	True
strnad	strand	strand	True
flqoresc	fluorescent	fluorescent	True
ppssibil	possibility	possibility	True
resmbl	resemble	resembles	False
configurabe	configurable	configurable	True
seaate	separately	separately	True
ifantry	infantryman	infantryman	True
procedi	proceedings	proceedings	True
contbmporari	contemporaries	contemporaries	True
inuoraoratej	incorporated	incorporated	True
diareemen	disagreement	disagreement	True
accysaib	accessible	accessible	True
recedd	preceded	preceded	True
caracte	characters	characters	True
shopld a	should not	should not	True
partical	particular	particular	True
administxati	administrative	administrative	True
corresphnien	correspondent	correspondent	True
childbir	childbirth	childbirth	True
wethdraw	withdrawal	withdrawal	True
catholic	catholicism	catholic	False
efrigratr	refrigerator	refrigerator	True
montanous	mountainous	monntainous	False
diagree	disagreed	disagreed	True
ractia	practically	practically	True
eventual	eventually	eventually	True
creakthmougha	breakthrough	breakthrough	True
accjmmodated	accommodated	accommodated	True
confidentiav	confidentially	confidentially	True
prnpagaw	propagate	propagatesy	False
destin	destined	destined	True
definking	defining	defining	True
cnsder	considered	considered	True
alletedl	allegedly	allegedly	True
requibed	required	required	True
acministraui	administrative	administrative	True
inrodc	introduced	introduced	True
nstumental	instrumental	instrumental	True
ppestigi	prestigious	prestigious	True
ofwiqial	officially	officially	True
ucceedi	succeeding	succeeding	True
predcominatel	predominately	predominately	True
trakitionnall	traditionally	traditionally	True
caxblidg	cambridge	cambridge	True
conceni	concerning	concerning	True
ilitary	military	military	True
neoljthi	neolithic	neolithic	True
infalibilt	infallibility	infallibility	True
cientif	scientific	scientific	True
geograxhdcal	geographical	geographical	True
eyplicitp	explicitly	explicitly	True
seeches	speeches	speeches	True
errat	erratic	erratic	True
renovte	renovate	renovate	True
eaponry	weaponry	weaponry	True
refuired	required	required	True
mathematic	mathematics	mathematics	True
ivfiltra	infiltrate	infiltrate	True
announc	announced	announced	True
metamorphosi	metamorphosis	metamorphosis	True
atbainded	attainder	attainder	True
establik	establishes	establishes	True
apprjopni	appropriate	appropriate	True
evengual	eventually	eventually	True
oppjsiti	opposition	opposition	True
pastoual	pastoral	pastoral	True
hierarh	hierarchies	hierarchyes	False
wante	wanted	wanted	True
cnstituton	constitutional	constitutional	True
courfsponaen	correspondents	correspondents	True
competiti	competition	competition	True
subuugat	subjugation	subjugation	True
buoyan	buoyancy	buoyancy	True
electric	electrical	electricil	False
orgyfisatioe	organisation	organisation	True
aficion	aficionado	aficionados	False
returngd	returned	returned	True
incoruptibl	incorruptible	incorruptible	True
pnnsylvania	pennsylvania	pennsylvania	True
robabl	probably	probably	True
jacking	hijacking	hijacking	True
neccesarily	necessarily	necessarily	True
transcendeng	transcendent	transcendent	True
viatyall	virtually	virtually	True
qcquitte	acquitted	acquitted	True
manuverabil	maneuverability	maneuverability	True
austrailia	australia	australia	True
atgenzan	attendance	attendance	True
pubilsher	publisher	publisher	True
burpaccrathc	bureaucratic	bureaucratic	True
representives	representatives	representatives	True
rsebla	resemblance	resemblance	True
disobedienc	disobedience	disobedience	True
contributor	contributors	contributors	True
challenk	challenge	challenge	True
concqantr	concentrate	concentrate	True
acquaintawce	acquaintance	acquaintance	True
sntaccti	antarctic	antarctic	True
pccordin	according	according	True
arhiectura	architecturally	architecturally	True
hydropgi	hydrophilic	hydrophilec	False
philoophca	philosophically	philosophically	True
natujrall	naturally	naturally	True
interred	interred	interred	True
meachand	merchandise	merchandise	True
nickle	nickel	nickel	True
mccarth	mccarthyist	mccarthyist	True
sysematical	systematically	systematically	True
drstruct	destruction	destructivn	False
selarate	separates	separates	True
musrcian	musician	musician	True
legjtimap	legitimate	legitimate	True
ofaehing	offerings	offerings	True
majoritj	majority	majority	True
grmmaticll	grammatically	grammatically	True
quaranted	guarantees	guaranteed	False
camyaiwn	campaign	campaign	True
commerical	commercial	commercial	True
chetype	archetype	archetype	True
deprtmntal	departmental	departmental	True
omitf	omitted	omitted	True
application	applications	applications	True
chocoat	chocolate	chocolate	True
conolid	consolidate	contolidate	False
rekpyctiveli	respectively	respectively	True
mounqtain	mountainous	mountainous	True
nsuccessfully	unsuccessfully	unsuccessfully	True
ncororaed	incorporated	incorporated	True
aborwigkn	aborigine	aborigine	True
reetii	repetition	repetition	True
hydopi	hydrophile	hydrophile	True
tempolar	temporary	temporary	True
trasfrmai	transformation	transformation	True
acciptab	acceptable	acceptable	True
henomena	phenomena	phenomena	True
licens	license	license	True
unneceslaril	unnecessarily	unnecessarily	True
irrelistiblh	irresistible	irresistible	True
execisi	exercising	exercising	True
asalte	assaulted	assaulted	True
published	publisher	publisher	True
equimen	equipment	equipment	True
suburbhn	suburban	suburban	True
rerforma	performance	performance	True
wuritani	puritanical	puritanical	True
puerto rica	puerto ricans	puerto rican	False
avalal	available	available	True
desiccat	desiccated	desiccated	True
jeeler	jewellery	jewellery	True
cathoic	catholic	catholic	True
continuousey	continuously	continuously	True
seqsitov	sensitive	sensitive	True
targxetud	targeted	targeted	True
ell time	all time	all time	True
rereding	receding	receding	True
belibevino	believing	believing	True
evotutiynarr	evolutionary	evolutionary	True
histocomdpatslili	histocompatibility	histocompatibility	True
vlebisii	plebiscite	plebiscite	True
victorib	victories	victories	True
parated	separated	separated	True
reorgnisati	reorganisation	reorganisation	True
nstitution	institution	institution	True
airxores	airports	airports	True
remasbra	remembrance	remembrance	True
lendar	calendar	calendars	False
eighouring	neighbouring	neighbouring	True
expectes	expected	expected	True
goddesse	goddesses	goddesses	True
etanglement	entanglements	entanglements	True
evironmenta	environmental	environmental	True
crwticis	criticised	criticised	True
nanimo	unanimous	unanimous	True
miterial	materialist	materialist	True
supplmente	supplemented	supplemented	True
immigra	immigrants	immigrants	True
ihroughg	throughout	throughout	True
lightly	slightly	slightly	True
probabclisti	probabilistic	probabilistic	True
orhginal	original	originally	False
pectacu	spectacular	spectacular	True
diterall	literally	literally	True
usinessman	businessman	businessman	True
pollinato	pollinators	pollinators	True
equitale	equivalent	equivalent	True
rvminisc	reminiscent	reminiscent	True
hbstoria	historians	historians	True
potect	protection	protection	True
consensuw	consensus	consensus	True
renmvati	renovation	renovatinn	False
iestaura	restaurant	restaurants	False
covine	convinced	convinced	True
aculptur	sculptures	sculptures	True
abproxim	approximate	approximate	True
istoria	historians	historians	True
initjati	initiative	initiative	True
defiancek	defiance	defiance	True
comhatibilic	compatibility	compatibility	True
nasaliztin	nasalization	nasalization	True
bestziaai	bestiality	bestiality	True
traffick	trafficked	trafficked	True
impentrable	impenetrable	impenetrable	True
uttribut	attributes	attributes	True
obserssio	obsession	obsession	True
hierarchie	hierarchies	hierarchies	True
phoeeeci	phoenecian	phoenecian	True
tecniqu	techniques	techniques	True
discomer	discovers	discomere	False
ohganiratron	organisation	organisation	True
corresonde	correspondents	correspondents	True
doesl	does	doesn	False
maufactured	manufactured	manufactured	True
hyporit	hypocrite	hypocrites	False
cnfgurable	configurable	configurable	True
ckmmiate	committed	committee	False
majbrity	majority	majority	True
trimental	detrimental	detrimental	True
envitronmentatlista	environmentalist	environmentalist	True
environme	environment	environment	True
octohedral	octahedral	octahedral	True
eritage	heritage	heritage	True
sacriegious	sacrilegious	sacrilegious	True
reliquishme	relinquishment	relinquishment	True
maneouvred	manoeuvred	manoeuvred	True
sembles	resembles	resembles	True
uerrillas	guerrillas	guerrillas	True
violen	violence	violence	True
unbenknowq	unbeknownst	unbeknownst	True
transfomati	transformation	transformation	True
refereyc	reference	references	False
mendmen	amendment	amendment	True
unforese	unforeseen	unforeseen	True
snratggy	strategy	strategy	True
resehble	resembled	resembled	True
disproortonate	disproportionate	disproportionate	True
ontroversi	controversial	controversial	True
esticul	testicular	testicular	True
unfortuaatel	unfortunately	unfortunately	True
comterci	commercial	commercial	True
lemonstratbo	demonstration	demonstration	True
aqdressi	addressing	addressing	True
sophissicate	sophisticated	sophisticated	True
intuiciv	intuitively	intuitively	True
evironmnta	environmental	environmental	True
caerpllars	caterpillars	caterpillars	True
digagree	disagreed	disagreed	True
commeemorqtiv	commemorative	commemorative	True
approxym	approximate	approximate	True
peloprnnesus	peloponnesus	peloponnesus	True
oassnchusett	massachusetts	massachusetts	True
repeatek	repeatedly	repeatedly	True
effort	efforts	effort	False
conseut	consecutive	consecutive	True
sarches	searches	searches	True
comparatc	comparative	comparative	True
authnomo	autonomous	autonomous	True
 spite	in spite	in spite	True
reacxing	reaching	reaching	True
copeback	comeback	comeback	True
seguoys	segues	segues	True
mediterrganes	mediterranean	mediterranean	True
ommitting	omitting	omitting	True
athepnivn	athenian	athenian	True
opprhssi	oppression	oppression	True
occion	occasional	occasional	True
occabsioqally	occasionally	occasionally	True
inrdequa	inadequate	inadequate	True
inequaiigies	inequalities	inequalities	True
guvernmenqal	governmental	governmental	True
monolithi	monolithic	monolithic	True
pssiil	possibility	possibility	True
princip	principle	principae	False
droato	derogatory	derogatory	True
dfferentiations	differentiations	differentiations	True
emittqng	emitting	emitting	True
alegia	allegiance	allegiance	True
pjactitioner	practitioner	practitioner	True
mmbarrassing	embarrassing	embarrassing	True
disxusse	discussed	discussed	True
heweqogeneou	heterogeneous	heterogeneous	True
aggrveve	aggrieved	aggrieved	True
idemlogy	ideology	ideology	True
portutue	portuguese	portuguese	True
sukround	surrounds	surround	False
azplicat	application	application	True
reherznc	references	reference	False
ooponenr	opponent	opponent	True
ammniti	ammunition	ammunition	True
ususally	usually	usually	True
maneuer	maneuver	maneuver	True
unsrprisig	unsurprisingly	unsurprising	False
laainess	laziness	laziness	True
solvierst	soldiers	soldiers	True
levitatu	levitating	levitating	True
ueginnin	beginning	beginning	True
rolyphono	polyphonic	polyphonic	True
corrjesponden	correspondents	correspondent	False
uchievem	achievement	achievement	True
architcc	architect	architect	True
premiqre	premiere	premiered	False
copterzed	computerized	computerized	True
additioq	additional	addition	False
dispese	dispensed	dispensed	True
hearh	heard	hears	False
anniversa	anniversary	anniversary	True
aglruvat	aggravates	aggravates	True
conninuousli	continuously	continuously	True
privilege	privileged	privilege	False
napwleons	napoleonic	napoleonic	True
intrusted	entrusted	entrusted	True
mteorlogs	meteorologist	meteorologist	True
arguements	arguments	arguments	True
anti parte	anti apartheid	anti apartheid	True
extaordinar	extraordinary	extraordinary	True
dephrcme	departments	department	False
daughaer	daughter	daughter	True
conneti	connection	connecticn	False
strukctud	structural	structural	True
inaerest	interest	interest	True
ellon  carnagie mell	ellon  carnegie mellon	ellon  carnegie mellon	True
inhbita	inhabitants	inhabitants	True
warors	warriors	warriors	True
hindfmanc	hindrance	hindrance	True
unmaneuvvrab	unmaneuverable	unmaneuverable	True
asfar	as far	asffar	False
ersins	versions	versions	True
unitedstatgs	unitedstates	unitedstates	True
polution	pollution	pollution	True
frnisc	franciscans	franciscans	True
thoulr n	should not	should not	True
dispence	dispense	dispense	True
rechgnis	recognise	recognise	True
exliled	exiled	exiled	True
bmachine	submachine	submachine	True
pubgishe	publisher	publisher	True
persude	persuaded	persuaded	True
iimilcri	similarity	similarity	True
resiootan	resistant	resistant	True
caegoi	categorized	categorize	False
suceeded	succeeded	succeeded	True
necessarily	unnecessarily	unnecessarily	True
cnstittion	constitutional	constitutional	True
naugura	inaugurates	inaugurated	False
govwrnmehtal	governmental	governmental	True
eventhough	even though	even though	True
symphoy	symphony	symphony	True
detehrvoratin	deteriorating	deteriorating	True
onastery	monastery	monastery	True
yeasible	feasible	feasible	True
creational	recreational	recreational	True
crysfallisata	crystallisation	crystallisation	True
asswciat	associates	associated	False
distainct	distinction	distinction	True
eceded	seceded	seceded	True
capabil	capability	capability	True
pollinad	pollinators	pollinators	True
hippopotam	hippopotamus	hippopotamus	True
cassowal	cassowary	cassowary	True
millennialis	millennialism	millennialism	True
dependenc	dependence	dependence	True
rxlevant	relevant	relevant	True
exokele	exoskeleton	exoskeleton	True
disenchante	disenchanted	disenchanted	True
soliers	soldiers	soldiers	True
successit	succession	succession	True
uaran 	guaran 	guaran 	True
suppre	suppress	suppressee	False
imiato	imitator	imitator	True
swepth	swept	sweptlyee	False
scrifi	sacrifice	sacrifice	True
paliamenta	parliamentarian	parliamentarian	True
meteprol	meteorology	meteorology	True
anwhere	anywhere	anywhere	True
cnsconce	ensconced	ensconced	True
sqronges	strongest	strongest	True
contoribuf	contributor	contributer	False
inqerven	intervenes	intervenes	True
enviromnta	environmentally	environmentally	True
unpurprising	unsurprising	unsurprisingly	False
tjansfor	transformed	transformed	True
iefrigeratio	refrigeration	refrigeration	True
nqcessar	necessarily	necessarily	True
ersone	personnel	personnel	True
comebach	comeback	comeback	True
lvvitati	levitating	levitating	True
aerage	averaged	averaged	True
altough	although	although	True
extraordiar	extraordinary	extraordinari	False
volunnteez	volunteered	volunteered	True
communicati	communications	communication	False
suglas	sunglasses	sunglasses	True
multili	multiplied	multiplied	True
rabbinc	rabbinical	rabbinical	True
pivileg	privileges	privileged	False
paoeieci	phoenecian	phoenecian	True
convxerto	converted	converted	True
expesime	experiments	experiments	True
destrect	destructive	destructive	True
leigdbou	neighbour	neighbour	True
conyecxu	conjecture	conjecture	True
prepawations	preparations	preparations	True
perpendicula	perpendicular	perpendicular	True
affaw	affair	affacr	False
cerewmony	ceremony	ceremony	True
pnwerfml	powerful	powerful	True
drviia	dravidian	dravidian	True
rculation	circulation	circulation	True
performel	performed	performed	True
trmeno	tormentors	tormentors	True
descfrabi	describing	describing	True
conqciousnes	consciousness	consciousness	True
technic	technician	technician	True
irhaiita	inhabitants	inhabitants	True
prpetra	perpetrated	perpetrated	True
elementz	elementary	elementary	True
medicval	medieval	medieval	True
relieued	relieved	relieved	True
dystabilized	destabilized	destabilized	True
iccasionallc	occasionally	occasionally	True
gommunit	communities	communities	True
strengthm	strengthen	strengthen	True
refsrenc	reference	references	False
baliygualism	bilingualism	bilingualism	True
pertqurbationp	perturbations	perturbations	True
disappoint	disappointed	disappointed	True
aplied	applied	applied	True
incoknsistent	inconsistent	inconsistent	True
phoeveci	phoenecian	phoenecian	True
overeg	sovereignty	sovereignty	True
interretati	interpretation	interrretation	False
ijfiltra	infiltrated	infiltrated	True
absek	abseil	abseil	True
accuaintance	acquaintances	acquaintance	False
ansassinatio	assassination	assassination	True
vilifcatio	vilification	vilification	True
mentoione	mentioned	mentioned	True
nnecessarily	unnecessarily	unnecessarily	True
mthemaica	mathematician	mathematician	True
facibita	facilitate	facilitates	False
ockefel	rockefeller	rockefeller	True
critigis	criticising	criticiseng	False
otwthstand	notwithstanding	notwithstanding	True
contribu	contribute	contributes	False
purauats	pursuits	purauits	False
perfrme	performed	performer	False
arassing	harassing	harassing	True
unveri	university	university	True
pantovim	pantomime	pantomime	True
ecurren	recurrence	recurrence	True
pernnia	perennially	perennially	True
heritae	heritage	heritage	True
bccessor	accessories	accessories	True
designjd	designed	designed	True
restict	restricted	restricted	True
trascening	transcending	transcending	True
harasments	harassments	harassments	True
associyt	associated	associated	True
odficial	officially	officially	True
rulfrlle	fulfilled	fulfilled	True
fundamental	fundamentals	fundamental	False
porigica	political	political	True
digferen	different	different	True
ncunabula	incunabula	incunabula	True
notwitstnd	notwithstanding	notwithstanding	True
aryheold	archeology	archeology	True
refpraed	referred	referred	True
bccasionanly	occasionally	occasionally	True
autobiograpz	autobiography	autobiographi	False
uvintwrrupte	uninterrupted	uninterrupted	True
inauguru	inaugurates	inaugurated	False
transxerrlng	transferring	transferring	True
suplimented	supplemented	supplemented	True
suscepi	susceptible	susceptible	True
guarentees	guarantees	guarantees	True
jembranophon	membranophone	membranophone	True
majoriy	majority	majority	True
cornmitted	committed	committed	True
ossiby	possibly	possibly	True
calculatp	calculated	calculated	True
emtting	emitting	emitting	True
makec	make	make	True
anoited	anointed	anointed	True
litelatu	literature	literature	True
iqtelligence	intelligence	intelligence	True
ependen	dependence	dependency	False
confidkntialt	confidential	confidentially	False
capculat	calculator	calculater	False
xvidewtl	evidently	evidently	True
mnequavities	inequalities	inequalities	True
bccommodnted	accommodated	accommodated	True
overhelming	overwhelming	overwhelming	True
yesponscbilities	responsibilities	responsibilities	True
anythig	anything	anything	True
doqinanti	dominant	dominant	True
valufable	valuable	valuable	True
satsllit	satellite	satellite	True
constrii	constraints	constraints	True
shineing	shining	shining	True
omision	omission	omission	True
trmnscendent	transcendent	transcendental	False
ecisio	decision	decision	True
katellit	satellites	satellites	True
eighbourin	neighbouring	neighbouring	True
prominenc	prominence	prominence	True
azareth	nazareth	nazareth	True
entanglemenx	entanglements	entanglements	True
scholyst	scholastic	scholastic	True
resemblin	resembling	resembling	True
irritate	irritated	irritated	True
guaalup	guadalupe	guadalupe	True
airbnrne	airborne	airborne	True
hontroversiac	controversial	controversial	True
swientif	scientific	scientific	True
cotemporary	contemporary	contemporary	True
incorporatio	incorporation	incorporation	True
xenophb	xenophobia	xenophobia	True
proselysizin	proselytizing	proselytizing	True
evolutionary	revolutionary	eevolutionary	False
recratinal	recreational	recreational	True
monkers	monikers	monakers	False
irmament	armament	armament	True
philippi	philippines	philippines	True
atteimvti	attempting	attempting	True
surrenderng	surrendering	surrendering	True
runicipality	municipality	municipality	True
ssachusetts	massachusetts	massachusetts	True
primitivq	primitively	primitively	True
reqipien	recipient	recipients	False
completed kh	completed the	completed the	True
ecommend	recommend	recommend	True
cargbbed	caribbean	caribbean	True
krainian	ukrainian	ukrainian	True
manufacturedd	manufactured	manufactured	True
otportun	opportunity	opportunity	True
evidntl	evidently	evidently	True
casualt	casualties	casualties	True
srength	strengthen	strengthen	True
xritacis	criticism	criticism	True
obhtbalmolog	ophthalmologist	ophthalmologist	True
piaeapkl	pineapple	pineapple	True
proceedi	proceedings	proceedings	True
interuontiyensal	intercontinental	intercontinental	True
expediji	expeditions	expeditions	True
unsurprized	unsurprised	unsurprised	True
ynstatce	instance	instance	True
rformi	reformist	reformist	True
plausil	plausible	plausible	True
orinari	ordinarily	ordinarily	True
whlch	which	which	True
entertaining	entertaining	entertaining	True
peturbation	perturbation	perturbations	False
wonnotvtions	connotations	connotations	True
evolstionagy	evolutionary	evolutionary	True
giusepp	giuseppe	giuseppe	True
earegiof	egregious	egregious	True
interpeati	interpretation	interpretation	True
ualculus	calculus	calculus	True
lirisons	liaisons	liaisons	True
consentrated	concentrated	concentrated	True
tatto	tattoos	tattoos	True
arcueolowist	archeologist	archeologist	True
ilgrimages	pilgrimages	pilgrimages	True
cmntribui	contributed	contributed	True
ellwet	bellwether	bellwether	True
versfionss	versions	versions	True
newsletter	newsletters	newsletters	True
hiroly	hieroglyphs	hieroglyph	False
rtifically	artificially	artificially	True
esidential	presidential	presidential	True
conservativn	conservative	conservative	True
competitions	competitions	competitions	True
separati	separation	separatisn	False
dstinuishi	distinguishing	distinguishing	True
liaisos	liaisons	liaisons	True
rporate	corporate	corporate	True
trwdibionall	traditionally	traditionally	True
innocezc	innocence	innocence	True
cmmite	commitments	committents	False
autbiograph	autobiography	autobiographi	False
tyranlie	tyrannies	tyrannies	True
proslytizin	proselytizing	proselytizing	True
lropriet	proprietary	proprietary	True
spttlemeb	settlement	settlement	True
cquired	acquired	acquired	True
counill	councillors	councillors	True
unoffhci	unofficial	unofficial	True
popueldti	populations	populations	True
aggreed	agreed	agreed	True
abbreaia	abbreviate	abbreviatedy	False
commissqonin	commissioning	commissioning	True
archaeolo	archaeology	archaeology	True
dispragngl	disparagingly	disparagingly	True
disproportionate	disproportionate	disproportionate	True
mathematcia	mathematician	mathematician	True
pssibly	possibly	possibly	True
unitesstates	unitedstates	unitedstates	True
teceives	receives	receives	True
neverthelesr	nevertheless	nevertheless	True
ridculo	ridiculous	ridiculous	True
colltboraeio	collaborations	collaborations	True
reated	created	created	True
autochthoou	autochthonous	autochthonous	True
apearn	appearance	appearance	True
iscver	discovers	discovere	False
excecuting	executing	executing	True
aggravwt	aggravates	aggravates	True
psyolo	psychology	psychology	True
challerg	challenge	challenge	True
polypjon	polyphonic	polyphonic	True
overshawed	overshadowed	overshadowed	True
ideniaica	identical	identical	True
sngnifycastl	significantly	significantly	True
ctnturie	centuries	centuries	True
univers	universal	universal	True
vesatil	versatility	versatility	True
consectutive	consecutive	consecutive	True
hiolencd	violence	violence	True
indnctme	indictment	indictment	True
scavabye	scalable	scalable	True
riddles	griddles	griddles	True
disobwdievce	disobedience	disobedience	True
knowedgabl	knowledgeable	knowledgeable	True
recocmmnn	recommended	recommend	False
entrainng	entertaining	entertaining	True
egotiation	negotiation	negotiation	True
rythm	rhythm	rhythm	True
dispostion	disposition	disposition	True
ncomplete	incomplete	incomplete	True
melitary	military	military	True
thorouh	thorough	thorough	True
upanishal	upanishad	upanishad	True
recuhrrii	recurring	recurring	True
forbidd	forbidden	forbidden	True
instrvme	instruments	instruments	True
existxnc	existence	existence	True
omieting	omitting	omitting	True
surrouna	surrounding	surround	False
excecllen	excellent	excellent	True
suppxsed	supposed	supposed	True
evitating	levitating	levitating	True
agrssivly	aggressively	aggressively	True
pereiv	perceived	perceived	True
arallel	parallelly	parallel	False
obedienc	obedience	obedience	True
campains	campaigns	campaigns	True
intubiqiv	intuitively	intuitively	True
commissoned	commissioned	commissioned	True
persmect	perspective	perspective	True
mammaliap	mammalian	mammalian	True
interferenc	interference	interference	True
curricl	curriculum	curriculum	True
broadeasting	broadcasting	broadcasting	True
ontier	fontier	frntier	False
uatorial	equatorial	equatorial	True
engnee	engineer	engineer	True
hydrophob	hydrophobe	hydrophobe	True
alreayd	already	already	True
limeysio	dimensional	dimensional	True
voluuteering	volunteering	volunteering	True
mlitant	militant	militant	True
rocodil	crocodiles	crocodiles	True
ibtenled	intended	intended	True
usurpi	unsurprised	unsurprised	True
versatilit	versatility	versatility	True
ravidia	dravidian	dravidian	True
nalogou	analogous	analogous	True
arasitic	parasitic	parasitic	True
attepti	attempting	attempting	True
ropean	european	european	True
archite	architect	architect	True
oppressir	oppression	oppression	True
tarzetin	targeting	targeting	True
conside	consider	consideree	False
disvster	disaster	disaster	True
atteycdan	attendants	attendants	True
messagin	messaging	messaging	True
cervicbl	cervical	cervical	True
accesuib	accessible	accessible	True
populafi	population	population	True
ousessed	obsessed	obsessed	True
pursuitsw	pursuits	pursuits	True
motgag	mortgage	mortgage	True
prclmation	proclamation	proclamation	True
guidanck	guidance	guidance	True
prepargt	preparation	preparatoon	False
reponibilties	responsibilities	responsibilities	True
sucyeosfuliy	successfully	successfully	True
respectivfly	respectively	respectively	True
rconnaisan	reconnaissance	reconnaissance	True
accoemodatin	accommodating	accommodating	True
icororated	incorporated	incorporated	True
accosrdio	accordion	accordion	True
ninen	ninety	ninety	True
embarassmen	embarrassment	embarrassment	True
nstraints	constraints	constraints	True
creence	credence	credence	True
incozmpatnibilfitie	incompatibilities	incompatibilities	True
forewo	foreword	foreword	True
indud	indulge	indulge	True
cogtribu	contributed	contributes	False
palestin	palestinian	palestinian	True
rebuldi	rebuilding	rebuilding	True
defeydan	defendants	defendants	True
nonombatan	noncombatants	noncombatants	True
govement	government	government	True
embarrassang	embarrassing	embarrassing	True
milnni	millennia	millennia	True
balanced	imbalanced	imbalanced	True
incorporatad	incorporated	incorporated	True
hythms	rhythms	rhythms	True
supplementea	supplemented	supplemented	True
calyigraz	calligraphy	calligraphy	True
everely	severely	severely	True
diffculties	difficulties	difficulties	True
udents	students	students	True
splease	displease	displease	True
supesed	superseded	superseded	True
dceived	deceived	deceived	True
illuseon	illusion	illusion	True
mainhtena	maintenance	maintenance	True
cnstri	constraints	constraints	True
ressembled	resembled	resembled	True
cquaintnce	acquaintances	acquaintance	False
zurvivrd	survived	survived	True
fuctio	functioning	function	False
dnvisixn	division	division	True
worldwif	worldwide	worldwide	True
merchandy	merchandise	merchandise	True
consoan	consonant	consonants	False
sprengtp	strengthen	strengthen	True
restaurae	restaurants	restaurants	True
gatemal	guatemala	guatemalan	False
consnsu	consensus	consensus	True
consier	considering	considereng	False
provici	provincial	provincial	True
ntarcti	antarctic	antarctic	True
refbrenk	references	reference	False
vegilancs	vigilance	vegilance	False
differentiatiations	differentiations	differentiations	True
admtted	admittedly	admitted	False
aggaravates	aggravates	aggravates	True
subseqe	subsequent	subsequent	True
dalmatia	dalmatian	dalmatian	True
pagel	pageant	pageant	True
prmiscu	promiscuous	promiscuous	True
distinguisae	distinguished	distinguished	True
aficiofa	aficionado	aficionados	False
polypho	polyphonic	polyphonic	True
recurrix	recurring	recurring	True
geogpaphisal	geographical	geographical	True
untvarsi	university	university	True
erratia	erratically	erratically	True
vilificati	vilification	vilification	True
vilificatio	vilification	vilification	True
